date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away
02.09.2023,02:45,AS Roma,AC Milan,1:2,https://www.flashscore.co.uk/match/football/dbUkddNg/#/match-summary,0.39,1.62,43%,57%,13,9,2,4,3,5,"84%,(336/399)","88%,(478/544)",2,4,0,1,7,1,4,4,1,1,13,15,11,7,14,15,2,1
05.02.2024,01:00,Atalanta,Lazio,3:1,https://www.flashscore.co.uk/match/football/dxJ0EPJI/#/match-summary,2.42,1.07,53%,47%,19,7,5,1,6,1,"86%,(477/555)","84%,(416/495)",2,3,,,9,3,5,3,1,1,13,13,7,25,13,14,0,2
17.03.2024,01:00,Salernitana,Lecce,0:1,https://www.flashscore.co.uk/match/football/trxccn1H/#/match-summary,0.99,1.27,71%,29%,15,17,6,4,7,1,"88%,(616/700)","77%,(217/282)",4,3,,,6,10,3,3,1,1,19,11,16,22,9,18,3,6
11.03.2024,01:00,Juventus,Atalanta,2:2,https://www.flashscore.co.uk/match/football/OIP2mBXh/#/match-summary,0.89,0.37,51%,49%,18,7,5,3,4,3,"85%,(431/507)","86%,(425/494)",0,1,,,7,3,6,1,2,0,11,14,23,11,12,10,1,3
10.02.2024,22:00,Cagliari,Lazio,1:3,https://www.flashscore.co.uk/match/football/67M49zYj/#/match-summary,0.87,1.19,45%,55%,13,12,6,5,7,8,"80%,(383/479)","85%,(497/585)",1,3,,,4,6,3,1,1,3,10,8,19,22,6,9,2,5
14.04.2024,00:00,Torino,Juventus,0:0,https://www.flashscore.co.uk/match/football/0QXPHDr1/#/match-summary,0.59,0.84,48%,52%,13,8,2,3,6,2,"85%,(334/393)","85%,(384/451)",3,2,1,0,3,3,8,2,0,1,12,18,13,16,18,11,3,2
07.01.2024,22:00,Udinese,Lazio,1:2,https://www.flashscore.co.uk/match/football/vwjcwCie/#/match-summary,0.68,0.42,47%,53%,13,7,2,2,4,4,"80%,(311/390)","81%,(362/447)",5,3,,,6,4,5,1,0,1,21,14,29,21,16,22,0,1
22.04.2024,02:45,Monza,Atalanta,1:2,https://www.flashscore.co.uk/match/football/pWEkYYSs/#/match-summary,1.27,1.52,58%,42%,17,12,2,6,2,8,"86%,(466/542)","79%,(301/381)",3,2,,,9,5,6,1,0,1,15,8,26,14,8,13,4,1
20.08.2023,02:45,Genoa,Fiorentina,1:4,https://www.flashscore.co.uk/match/football/23gdjUf3/#/match-summary,0.18,0.86,32%,68%,4,9,2,5,3,4,"75%,(217/289)","88%,(576/656)",2,3,,,2,2,0,2,2,1,14,16,14,17,14,13,1,1
27.05.2024,02:45,Verona,Inter,2:2,https://www.flashscore.co.uk/match/football/jPP565dL/#/match-summary,2.49,2.22,35%,65%,18,15,8,11,9,3,"80%,(240/300)","87%,(514/591)",1,1,,,2,1,8,3,2,5,14,19,15,21,17,8,9,6
22.10.2023,02:45,Sassuolo,Lazio,0:2,https://www.flashscore.co.uk/match/football/hpnBw6Tm/#/match-summary,0.39,2.12,51%,49%,9,18,2,6,5,7,"84%,(433/515)","86%,(420/488)",1,5,,,4,10,3,2,0,4,15,6,21,19,6,10,4,2
09.04.2024,02:45,Udinese,Inter,1:2,https://www.flashscore.co.uk/match/football/Q7Js5zae/#/match-summary,0.07,3.57,23%,77%,3,23,1,6,0,8,"60%,(128/213)","89%,(631/709)",1,2,,,1,10,1,7,0,4,16,10,17,22,11,11,4,0
08.01.2024,01:00,Salernitana,Juventus,1:2,https://www.flashscore.co.uk/match/football/U30NqEER/#/match-summary,0.58,2.26,29%,71%,8,18,3,3,2,8,"71%,(182/258)","89%,(539/606)",3,5,1,0,3,9,2,6,0,2,17,10,17,23,9,15,1,2
23.12.2023,01:30,Sassuolo,Genoa,1:2,https://www.flashscore.co.uk/match/football/jyrhYP9b/#/match-summary,2.02,1.46,43%,57%,12,14,3,5,3,6,"82%,(304/371)","86%,(412/479)",2,1,,,7,8,2,1,2,1,10,12,16,19,11,9,3,2
27.02.2024,01:30,AS Roma,Torino,3:2,https://www.flashscore.co.uk/match/football/WjNdYvSl/#/match-summary,1.31,0.68,55%,45%,6,14,3,6,0,4,"86%,(472/549)","84%,(369/439)",2,2,,,2,2,1,6,0,1,17,12,8,5,12,16,4,0
17.09.2023,02:45,Genoa,Napoli,2:2,https://www.flashscore.co.uk/match/football/bitp6XjI/#/match-summary,1.23,0.99,34%,66%,8,12,3,4,3,1,"75%,(226/303)","86%,(524/610)",3,2,,,4,3,1,5,1,3,11,15,17,22,14,8,2,1
29.09.2023,02:45,Genoa,AS Roma,4:1,https://www.flashscore.co.uk/match/football/ITxy8Ew3/#/match-summary,1.26,1.48,29%,71%,8,13,4,3,1,7,"76%,(208/272)","90%,(597/664)",4,3,,,1,6,3,4,0,2,15,6,16,28,7,12,2,0
10.03.2024,22:00,AC Milan,Empoli,1:0,https://www.flashscore.co.uk/match/football/E7IFp9HB/#/match-summary,0.89,0.23,62%,38%,15,5,5,2,11,4,"91%,(505/555)","84%,(286/340)",1,4,,,8,2,2,1,1,4,17,19,14,19,18,13,2,4
09.12.2023,22:00,Verona,Lazio,1:1,https://www.flashscore.co.uk/match/football/p0Ki5RuC/#/match-summary,0.61,1.02,29%,71%,5,14,1,5,1,7,"64%,(156/244)","84%,(516/614)",2,4,1,0,3,5,1,4,2,2,13,18,11,24,16,11,4,0
17.03.2024,19:30,Juventus,Genoa,0:0,https://www.flashscore.co.uk/match/football/jgqp0lHb/#/match-summary,0.89,0.21,66%,34%,17,5,2,2,12,2,"85%,(459/540)","72%,(203/282)",4,1,1,0,4,3,11,0,2,0,11,13,26,18,11,11,2,2
30.12.2023,03:45,Genoa,Inter,1:1,https://www.flashscore.co.uk/match/football/4v8RnPOi/#/match-summary,0.48,1.45,48%,52%,13,16,4,6,8,2,"79%,(297/376)","86%,(366/426)",2,2,,,5,6,4,4,0,0,14,13,18,17,13,15,5,3
27.11.2023,03:45,Juventus,Inter,1:1,https://www.flashscore.co.uk/match/football/fVPlGWWF/#/match-summary,0.55,0.72,35%,65%,4,8,1,4,1,0,"83%,(323/389)","91%,(680/747)",2,1,,,3,4,0,0,0,0,12,10,14,16,12,13,3,0
24.02.2024,03:45,Bologna,Verona,2:0,https://www.flashscore.co.uk/match/football/Wj1RIaS1/#/match-summary,1.51,0.56,58%,42%,12,7,3,3,11,1,"82%,(372/454)","79%,(265/334)",2,2,,,5,3,4,1,3,3,13,12,28,21,12,15,3,1
27.02.2024,03:45,Fiorentina,Lazio,2:1,https://www.flashscore.co.uk/match/football/OplDt3K8/#/match-summary,2.82,0.32,54%,46%,22,5,7,1,13,2,"85%,(464/546)","84%,(404/481)",0,2,,,9,2,6,2,1,0,12,16,17,20,15,12,0,5
05.12.2023,03:45,Torino,Atalanta,3:0,https://www.flashscore.co.uk/match/football/4MA89LF0/#/match-summary,1.91,0.52,54%,46%,9,10,5,4,4,3,"81%,(389/480)","80%,(316/395)",2,2,,,4,2,0,4,2,1,13,15,21,18,12,14,4,2
19.05.2024,18:30,Sassuolo,Cagliari,0:2,https://www.flashscore.co.uk/match/football/IaF6mQkq/#/match-summary,0.29,1.49,50%,50%,7,13,0,3,5,6,"73%,(239/327)","73%,(236/323)",4,2,1,0,4,5,3,5,1,2,11,14,12,27,14,9,1,0
30.12.2023,01:30,Napoli,Monza,0:0,https://www.flashscore.co.uk/match/football/CAfrqsOG/#/match-summary,1.96,1.39,58%,42%,25,8,9,3,10,1,"88%,(437/497)","80%,(289/361)",4,4,,,10,2,6,3,0,2,23,10,22,12,10,21,3,9
10.12.2023,19:30,Frosinone,Torino,0:0,https://www.flashscore.co.uk/match/football/n5x5EVIP/#/match-summary,0.69,1.10,52%,48%,11,16,5,3,3,8,"73%,(323/442)","71%,(274/386)",3,3,,,3,8,3,5,0,3,20,15,22,17,13,17,3,5
03.06.2024,00:00,Atalanta,Fiorentina,2:3,https://www.flashscore.co.uk/match/football/0OKRs71U/#/match-summary,1.86,1.29,53%,47%,12,8,3,4,4,4,"82%,(393/479)","79%,(337/427)",0,2,,,8,2,1,2,5,4,12,11,20,21,5,9,1,1
02.03.2024,22:00,Udinese,Salernitana,1:1,https://www.flashscore.co.uk/match/football/Iu3yXkmC/#/match-summary,1.32,0.74,50%,50%,18,17,5,1,5,6,"86%,(326/379)","82%,(319/388)",5,1,1,0,8,11,5,5,4,1,15,18,15,20,13,13,0,4
04.03.2024,03:45,Napoli,Juventus,2:1,https://www.flashscore.co.uk/match/football/AFaTYBIa/#/match-summary,2.32,1.33,71%,29%,14,18,7,4,2,1,"89%,(580/652)","75%,(199/265)",1,4,,,4,10,3,4,1,1,17,9,20,17,6,16,3,5
27.05.2024,02:45,Empoli,AS Roma,2:1,https://www.flashscore.co.uk/match/football/4W5t03Zl/#/match-summary,2.70,1.32,33%,67%,17,15,7,3,4,5,"74%,(189/255)","86%,(474/551)",4,1,,,5,8,5,4,3,2,12,18,16,20,18,12,2,5
16.01.2024,03:45,Atalanta,Frosinone,5:0,https://www.flashscore.co.uk/match/football/M1u2xW61/#/match-summary,4.23,0.36,48%,52%,21,8,9,5,8,2,"82%,(397/484)","83%,(444/535)",0,1,,,6,1,6,2,0,2,9,11,28,31,11,8,5,4
07.05.2024,02:45,Udinese,Napoli,1:1,https://www.flashscore.co.uk/match/football/MBCLwGMH/#/match-summary,0.73,0.87,32%,68%,10,12,2,4,7,5,"80%,(204/255)","88%,(517/588)",,,,,6,1,2,7,5,1,12,21,19,19,13,10,3,1
13.05.2024,02:45,Atalanta,AS Roma,2:1,https://www.flashscore.co.uk/match/football/GCUgL76j/#/match-summary,3.12,1.36,58%,42%,24,9,7,6,6,1,"87%,(468/538)","79%,(318/403)",1,1,,,14,1,3,2,2,1,15,15,22,10,11,11,5,5
17.12.2023,01:00,Napoli,Cagliari,2:1,https://www.flashscore.co.uk/match/football/QJuRJQf5/#/match-summary,2.87,1.22,67%,33%,21,9,5,3,5,3,"84%,(469/558)","61%,(164/269)",5,3,,,11,5,5,1,5,1,11,18,19,13,9,10,2,3
26.04.2024,02:00,Udinese,AS Roma,1:2,https://www.flashscore.co.uk/match/football/f1nTGXc7/#/match-summary,0.56,1.13,28%,72%,9,19,3,5,5,8,"72%,(188/261)","87%,(597/686)",3,2,,,3,5,3,9,2,2,9,14,8,14,15,10,3,2
28.11.2023,03:45,Bologna,Torino,2:0,https://www.flashscore.co.uk/match/football/8MH1fkAd/#/match-summary,1.67,0.39,49%,51%,13,9,2,3,3,2,"79%,(314/397)","80%,(341/426)",3,4,,,6,3,5,3,1,2,17,17,24,24,16,15,3,0
24.12.2023,01:00,Verona,Cagliari,2:0,https://www.flashscore.co.uk/match/football/pzy1W3vB/#/match-summary,1.02,1.11,59%,41%,13,12,5,3,11,7,"83%,(389/469)","77%,(254/330)",3,4,0,1,7,8,1,1,1,1,20,12,9,24,9,19,3,3
24.02.2024,22:00,Sassuolo,Empoli,2:3,https://www.flashscore.co.uk/match/football/vHQ4WId1/#/match-summary,1.61,2.43,54%,46%,19,13,5,6,4,1,"80%,(322/401)","78%,(283/363)",1,3,,,11,4,3,3,0,3,13,9,22,19,12,14,3,3
18.12.2023,01:00,Bologna,AS Roma,2:0,https://www.flashscore.co.uk/match/football/6F8035AO/#/match-summary,0.55,0.67,56%,44%,8,8,2,3,0,4,"88%,(488/555)","84%,(359/427)",4,4,,,2,3,4,2,4,3,20,18,9,20,16,16,3,0
10.03.2024,19:30,Lecce,Verona,0:1,https://www.flashscore.co.uk/match/football/dWNAok25/#/match-summary,1.01,0.60,56%,44%,15,13,3,4,11,6,"69%,(222/322)","61%,(161/264)",3,3,0,1,5,7,7,2,3,2,21,17,33,21,15,19,3,3
30.12.2023,01:30,Fiorentina,Torino,1:0,https://www.flashscore.co.uk/match/football/jy4Nm59o/#/match-summary,0.71,0.34,52%,48%,12,6,3,3,4,2,"80%,(284/354)","77%,(247/319)",4,2,,,5,3,4,0,2,2,17,13,23,20,11,15,3,2
29.08.2023,02:45,Cagliari,Inter,0:2,https://www.flashscore.co.uk/match/football/Iw2kTcg7/#/match-summary,0.49,0.89,33%,67%,12,17,2,3,4,7,"78%,(257/331)","88%,(594/673)",1,1,,,4,9,6,5,1,2,12,10,17,15,9,10,1,2
20.08.2023,00:30,Frosinone,Napoli,1:3,https://www.flashscore.co.uk/match/football/OCfhiAuc/#/match-summary,1.01,1.42,48%,52%,4,19,1,8,4,6,"88%,(384/438)","89%,(422/476)",3,3,,,2,4,1,7,3,3,18,17,8,9,14,17,5,0
02.12.2023,22:00,Genoa,Empoli,1:1,https://www.flashscore.co.uk/match/football/SxDy7Sg2/#/match-summary,1.05,1.02,51%,49%,21,9,1,1,5,3,"72%,(272/378)","74%,(280/378)",3,1,,,14,5,6,3,3,0,18,21,23,34,15,19,0,0
21.08.2023,02:45,Udinese,Juventus,0:3,https://www.flashscore.co.uk/match/football/zFCpUwv1/#/match-summary,0.82,1.79,48%,52%,18,9,5,4,7,3,"88%,(379/430)","82%,(392/476)",1,3,,,6,3,7,2,3,4,14,15,16,9,12,10,1,5
12.02.2024,01:00,Genoa,Atalanta,1:4,https://www.flashscore.co.uk/match/football/YDEjXwQc/#/match-summary,1.01,2.06,55%,45%,15,14,6,9,7,4,"81%,(417/515)","76%,(321/422)",3,4,,,5,1,4,4,0,1,13,8,20,22,8,13,5,5
02.04.2024,00:00,Lecce,AS Roma,0:0,https://www.flashscore.co.uk/match/football/KnGZA5VG/#/match-summary,1.96,1.50,40%,60%,27,10,6,3,8,4,"74%,(246/332)","80%,(410/513)",3,2,,,12,6,9,1,2,0,12,11,17,23,9,12,3,6
20.05.2024,00:00,Inter,Lazio,1:1,https://www.flashscore.co.uk/match/football/beWNelr3/#/match-summary,1.66,0.63,58%,42%,19,8,7,3,8,0,"90%,(519/576)","83%,(353/425)",0,1,,,8,4,4,1,0,3,19,9,12,19,10,15,2,6
27.04.2024,21:00,Lecce,Monza,1:1,https://www.flashscore.co.uk/match/football/lOXypWRg/#/match-summary,0.86,1.33,46%,54%,12,9,4,1,0,5,"82%,(317/387)","81%,(367/453)",2,3,,,5,4,3,4,0,1,19,13,14,21,13,18,0,3
07.04.2024,18:30,Frosinone,Bologna,0:0,https://www.flashscore.co.uk/match/football/jTagRQFc/#/match-summary,0.36,1.36,34%,66%,12,13,5,5,5,2,"69%,(210/304)","86%,(505/587)",1,3,,,3,6,4,2,0,2,16,8,28,18,10,14,5,5
02.04.2024,02:45,Inter,Empoli,2:0,https://www.flashscore.co.uk/match/football/CMCRCR04/#/match-summary,1.78,0.42,59%,41%,19,14,7,3,8,6,"91%,(517/568)","85%,(316/372)",0,2,,,4,6,8,5,1,0,16,15,11,20,14,16,3,5
06.04.2024,21:00,AC Milan,Lecce,3:0,https://www.flashscore.co.uk/match/football/bg31P4pA/#/match-summary,1.69,0.43,64%,36%,16,11,8,7,5,1,"92%,(574/623)","86%,(300/348)",1,1,0,1,5,3,3,1,2,1,9,9,12,8,8,8,7,5
16.03.2024,22:00,Monza,Cagliari,1:0,https://www.flashscore.co.uk/match/football/YHYla8W4/#/match-summary,0.85,0.46,62%,38%,15,10,3,0,3,7,"87%,(467/536)","78%,(247/317)",2,1,,,6,7,6,3,1,3,12,12,23,16,11,9,0,2
12.12.2023,01:30,Empoli,Lecce,1:1,https://www.flashscore.co.uk/match/football/Y1Y0FB3J/#/match-summary,0.58,0.53,55%,45%,18,14,6,5,8,3,"78%,(326/418)","76%,(261/343)",2,2,,,8,5,4,4,3,2,19,17,29,13,14,18,4,5
29.04.2024,02:45,Fiorentina,Sassuolo,5:1,https://www.flashscore.co.uk/match/football/tvnotlRI/#/match-summary,3.54,0.36,67%,33%,22,7,10,2,10,2,"89%,(545/612)","73%,(218/300)",2,2,,,9,3,3,2,2,0,8,12,14,12,9,9,1,5
28.09.2023,02:45,Lazio,Torino,2:0,https://www.flashscore.co.uk/match/football/8IVm5CNL/#/match-summary,0.77,0.23,50%,50%,6,7,3,2,4,2,"86%,(448/518)","87%,(443/512)",1,4,,,2,3,1,2,0,1,14,11,14,10,12,13,2,1
05.11.2023,01:00,Atalanta,Inter,1:2,https://www.flashscore.co.uk/match/football/rcwBZEYT/#/match-summary,0.90,1.37,54%,46%,14,10,4,4,6,1,"84%,(433/515)","81%,(360/444)",4,1,1,0,5,4,5,2,2,2,14,15,19,13,13,9,2,3
03.12.2023,22:00,Fiorentina,Salernitana,3:0,https://www.flashscore.co.uk/match/football/UifY78vd/#/match-summary,2.51,0.67,58%,42%,22,11,9,1,3,2,"86%,(449/522)","79%,(302/382)",1,0,,,5,4,8,6,2,3,13,13,15,15,13,12,1,6
30.10.2023,01:00,Inter,AS Roma,1:0,https://www.flashscore.co.uk/match/football/Qegstakn/#/match-summary,2.08,0.12,63%,37%,19,3,3,1,8,0,"88%,(501/569)","78%,(275/353)",3,4,,,9,1,7,1,1,1,12,14,20,12,14,9,1,2
15.01.2024,01:00,Fiorentina,Udinese,2:2,https://www.flashscore.co.uk/match/football/l8Xm0Zb8/#/match-summary,1.17,1.27,70%,30%,10,12,3,6,4,4,"86%,(462/537)","74%,(170/230)",1,1,,,6,5,1,1,1,1,14,15,24,14,14,13,4,1
11.12.2023,03:45,AS Roma,Fiorentina,1:1,https://www.flashscore.co.uk/match/football/v3Hq7mBa/#/match-summary,0.68,1.56,34%,66%,4,14,1,8,1,6,"74%,(234/316)","89%,(530/596)",5,3,2,1,2,5,1,1,1,0,11,14,7,10,14,14,7,0
17.01.2024,03:45,Juventus,Sassuolo,3:0,https://www.flashscore.co.uk/match/football/8AmkbDTK/#/match-summary,1.01,0.27,46%,54%,12,8,5,4,5,2,"84%,(388/462)","85%,(463/545)",0,2,,,2,3,5,1,6,0,9,15,15,21,9,9,4,2
31.12.2023,03:45,Juventus,AS Roma,1:0,https://www.flashscore.co.uk/match/football/n3cWoqvb/#/match-summary,1.22,0.41,43%,57%,13,11,4,2,2,2,"84%,(370/440)","87%,(519/597)",1,1,,,6,5,3,4,2,0,14,17,11,13,15,14,2,3
24.12.2023,03:45,AS Roma,Napoli,2:0,https://www.flashscore.co.uk/match/football/rBvpznun/#/match-summary,1.80,0.74,41%,59%,17,7,4,2,4,0,"80%,(266/333)","87%,(429/493)",7,4,0,2,10,2,3,3,2,1,8,18,18,21,19,12,2,2
22.01.2024,01:00,Salernitana,Genoa,1:2,https://www.flashscore.co.uk/match/football/nPUulT5D/#/match-summary,0.89,1.20,60%,40%,11,5,2,5,5,5,"83%,(444/535)","73%,(264/362)",0,5,,,3,0,6,0,7,0,11,17,26,17,7,15,3,1
17.02.2024,02:00,Torino,Lecce,2:0,https://www.flashscore.co.uk/match/football/0r1sNg2j/#/match-summary,1.49,0.57,60%,40%,12,8,4,4,5,5,"82%,(411/500)","75%,(247/331)",1,4,0,1,4,2,4,2,1,0,9,16,15,19,16,11,4,2
04.03.2024,01:00,Atalanta,Bologna,1:2,https://www.flashscore.co.uk/match/football/I7P8VxC7/#/match-summary,1.38,1.22,55%,45%,11,11,2,6,6,2,"82%,(446/541)","83%,(392/470)",3,2,,,2,2,7,3,2,2,17,15,31,20,11,12,4,1
08.10.2023,18:30,Monza,Salernitana,3:0,https://www.flashscore.co.uk/match/football/SSNE9RE7/#/match-summary,3.12,0.49,58%,42%,16,8,7,5,7,7,"86%,(422/491)","81%,(286/353)",1,2,,,5,2,4,1,0,2,18,8,16,17,8,16,5,4
06.01.2024,19:30,Inter,Verona,2:1,https://www.flashscore.co.uk/match/football/fXhBnGU8/#/match-summary,1.80,1.14,61%,39%,15,8,6,3,7,0,"83%,(426/511)","74%,(236/320)",0,2,0,1,8,4,1,1,6,1,15,20,24,17,16,15,2,4
15.01.2024,03:45,AC Milan,AS Roma,3:1,https://www.flashscore.co.uk/match/football/4tZKhiir/#/match-summary,1.57,1.57,48%,52%,17,12,5,5,2,5,"89%,(421/473)","87%,(432/497)",2,3,,,8,3,4,4,1,5,13,11,11,12,12,9,4,2
12.11.2023,19:30,Napoli,Empoli,0:1,https://www.flashscore.co.uk/match/football/bmSR0iXS/#/match-summary,0.86,0.43,65%,35%,18,8,7,3,8,3,"87%,(497/570)","75%,(226/302)",1,1,,,8,2,3,3,1,5,18,12,31,23,11,13,2,7
05.11.2023,19:30,Verona,Monza,1:3,https://www.flashscore.co.uk/match/football/2LCmmY2T/#/match-summary,0.65,0.78,46%,54%,16,12,5,6,2,6,"71%,(362/511)","86%,(423/492)",1,2,,,6,4,5,2,0,0,12,6,18,16,6,12,3,4
18.12.2023,03:45,Lazio,Inter,0:2,https://www.flashscore.co.uk/match/football/v3wFMSAn/#/match-summary,1.35,1.45,48%,52%,13,12,4,4,8,7,"86%,(416/484)","88%,(477/542)",1,2,1,0,5,5,4,3,1,0,15,13,16,13,13,15,2,4
19.12.2023,03:45,Atalanta,Salernitana,4:1,https://www.flashscore.co.uk/match/football/SO9d4oeI/#/match-summary,1.70,1.15,52%,48%,20,10,11,3,10,7,"82%,(394/480)","77%,(355/461)",1,2,,,6,3,3,4,1,3,14,10,22,25,9,11,2,7
11.03.2024,03:45,Fiorentina,AS Roma,2:2,https://www.flashscore.co.uk/match/football/UJWgkX2t/#/match-summary,2.25,0.52,33%,67%,15,10,5,5,8,2,"80%,(220/275)","88%,(516/586)",2,5,,,6,4,4,1,1,2,15,10,16,16,10,15,3,3
04.09.2023,02:45,Empoli,Juventus,0:2,https://www.flashscore.co.uk/match/football/p6VB3vVJ/#/match-summary,0.32,2.92,50%,50%,7,18,0,5,3,7,"87%,(389/447)","85%,(398/468)",3,3,,,5,6,2,7,2,1,14,15,17,13,14,13,3,0
12.05.2024,00:00,Napoli,Bologna,0:2,https://www.flashscore.co.uk/match/football/AZkTZ6Lq/#/match-summary,1.55,1.33,60%,40%,16,11,6,4,9,3,"88%,(480/545)","84%,(315/375)",2,1,,,7,5,3,2,3,1,10,17,19,8,15,12,2,6
24.09.2023,02:45,Lazio,Monza,1:1,https://www.flashscore.co.uk/match/football/AVe08NXo/#/match-summary,0.92,0.92,49%,51%,8,16,1,4,1,3,"85%,(435/512)","84%,(461/549)",2,2,,,4,10,3,2,3,2,8,16,24,17,13,7,3,0
30.12.2023,22:00,Udinese,Bologna,3:0,https://www.flashscore.co.uk/match/football/h88CREhq/#/match-summary,0.98,0.97,26%,74%,15,14,7,5,7,7,"76%,(144/189)","87%,(490/563)",2,5,,,6,7,2,2,1,0,12,12,13,15,15,14,5,4
31.10.2023,01:30,Empoli,Atalanta,0:3,https://www.flashscore.co.uk/match/football/0GxWYsrJ/#/match-summary,0.37,1.68,44%,56%,9,18,2,6,3,6,"77%,(321/418)","83%,(449/541)",4,0,,,5,8,2,4,3,1,15,13,32,26,10,13,3,2
07.05.2024,00:00,Salernitana,Atalanta,1:2,https://www.flashscore.co.uk/match/football/jDeAtIxa/#/match-summary,0.42,1.87,31%,69%,9,17,2,4,1,7,"66%,(208/315)","85%,(591/695)",1,0,,,4,8,3,5,0,3,14,13,15,14,12,10,2,1
01.10.2023,00:00,AC Milan,Lazio,2:0,https://www.flashscore.co.uk/match/football/n9jNJBxF/#/match-summary,1.87,0.45,50%,50%,14,13,7,4,7,1,"86%,(410/477)","85%,(410/482)",3,2,,,2,5,5,4,2,2,7,19,22,17,15,5,4,5
10.03.2024,03:45,Genoa,Monza,2:3,https://www.flashscore.co.uk/match/football/CrMbliIn/#/match-summary,1.99,1.65,62%,38%,22,9,6,5,10,1,"87%,(401/461)","75%,(213/284)",1,1,,,9,3,7,1,1,0,10,11,22,12,11,10,2,4
24.09.2023,18:30,Empoli,Inter,0:1,https://www.flashscore.co.uk/match/football/Wvcd93Iu/#/match-summary,0.32,1.87,39%,61%,7,23,1,6,3,6,"81%,(283/349)","86%,(477/554)",2,2,,,3,11,3,6,0,1,12,15,16,31,15,11,5,1
26.02.2024,03:45,AC Milan,Atalanta,1:1,https://www.flashscore.co.uk/match/football/lSXiZKCr/#/match-summary,1.34,0.96,68%,32%,20,8,7,3,5,3,"88%,(554/630)","73%,(215/295)",1,4,,,7,3,6,2,0,1,13,7,14,12,12,16,2,6
17.12.2023,03:45,Torino,Empoli,1:0,https://www.flashscore.co.uk/match/football/htCNIpAB/#/match-summary,1.55,0.32,53%,47%,10,7,3,2,6,4,"80%,(356/445)","80%,(329/411)",4,2,,,5,4,2,1,2,2,12,17,25,14,15,10,2,2
12.11.2023,03:45,Monza,Torino,1:1,https://www.flashscore.co.uk/match/football/GOxN1XHM/#/match-summary,1.11,0.97,44%,56%,12,12,5,5,3,1,"83%,(345/416)","89%,(472/532)",2,2,,,4,5,3,2,0,1,12,11,14,12,11,11,4,4
02.10.2023,02:45,AS Roma,Frosinone,2:0,https://www.flashscore.co.uk/match/football/0CfRIViL/#/match-summary,0.46,0.91,50%,50%,11,8,5,0,7,3,"80%,(359/449)","83%,(378/455)",1,2,,,5,6,1,2,2,2,14,14,20,12,12,11,0,3
26.11.2023,22:00,Empoli,Sassuolo,3:4,https://www.flashscore.co.uk/match/football/n5MtIh23/#/match-summary,1.28,2.57,49%,51%,11,17,9,9,6,5,"79%,(284/359)","75%,(283/377)",4,2,,,1,3,1,5,4,0,14,24,17,21,20,15,5,6
03.10.2023,00:30,Torino,Verona,0:0,https://www.flashscore.co.uk/match/football/hAV1CTUl/#/match-summary,0.57,0.26,55%,45%,8,5,2,2,10,1,"74%,(307/415)","72%,(260/361)",1,1,,,5,1,1,2,1,1,10,6,29,19,6,11,2,2
21.10.2023,21:00,Verona,Napoli,1:3,https://www.flashscore.co.uk/match/football/v1lNz4D6/#/match-summary,0.86,2.27,40%,60%,15,22,9,10,5,8,"80%,(258/324)","87%,(454/523)",3,2,,,6,6,0,6,0,2,8,11,23,11,12,9,7,8
01.04.2024,18:30,Bologna,Salernitana,3:0,https://www.flashscore.co.uk/match/football/vJHXjpvo/#/match-summary,1.68,0.62,70%,30%,14,8,3,2,5,3,"91%,(704/774)","77%,(244/317)",0,3,,,5,3,6,3,3,0,11,14,22,11,11,12,2,0
22.10.2023,21:00,Salernitana,Cagliari,2:2,https://www.flashscore.co.uk/match/football/CYUDvnEs/#/match-summary,1.58,1.73,48%,52%,13,13,2,6,8,5,"78%,(249/321)","78%,(272/348)",3,4,,,9,4,2,3,1,3,15,15,26,18,11,12,4,0
22.08.2023,00:30,Torino,Cagliari,0:0,https://www.flashscore.co.uk/match/football/dODtVJOf/#/match-summary,0.98,0.36,57%,43%,11,8,2,2,8,3,"79%,(354/448)","72%,(243/338)",1,1,,,6,5,3,1,1,2,14,9,21,18,8,12,2,2
15.02.2024,02:00,Bologna,Fiorentina,2:0,https://www.flashscore.co.uk/match/football/dzbb6ALs/#/match-summary,2.13,0.94,58%,42%,18,12,7,3,2,3,"84%,(462/550)","78%,(302/387)",2,3,,,8,6,3,3,3,0,9,13,18,24,11,8,3,5
15.04.2024,02:45,Inter,Cagliari,2:2,https://www.flashscore.co.uk/match/football/UyfsQyyL/#/match-summary,2.35,1.10,63%,37%,15,10,7,6,7,0,"92%,(569/618)","86%,(317/369)",0,2,,,6,3,2,1,3,0,10,8,15,15,5,10,4,5
